"","Establishment.ID","Inspection.ID","Establishment.Name","Severity","Latitude","Longitude"
"11122",10701524,105074723,"HARLA ETHIO SPICE MARKET","NA",43.66843,-79.37177
"11123",10701539,105334680,"CUCINA BUCA","S",43.68831,-79.39464
"11124",10701560,105093653,"DAHLAK LOUNGE","NA",43.68213,-79.33041
"11125",10701614,105145007,"THE ABBOT ON EGLINTON","C",43.70383,-79.4135
"11126",10701673,105193654,"YK FOODS GROUP","M",43.75589,-79.46675
"11127",10701675,105027585,"GLEN EDEN FRUIT MARKET","M",43.71327,-79.42807
"11128",10701704,105249167,"MRS. FIELDS BAKEHOUSE","S",43.61265,-79.55597
"11129",10701708,105223731,"KARAHI BOYS","M",43.74386,-79.29979
"11130",10701802,105183477,"SAINT GERMAIN BAKERY","NA",43.77629,-79.25802
"11131",10701814,105142471,"STOP 55 VARIETY","M",43.67339,-79.31827
"11132",10701821,105179714,"KIBO SUSHI","C",43.73392,-79.44845
"11133",10701835,105179272,"ANNIES CARIBBEAN EXPRESS","S",43.66543,-79.48662
"11134",10701875,105007955,"LAURA SECORD","M",43.70716,-79.39908
"11135",10701925,104998468,"BOARDWALK FRIES BURGERS SHAKES","NA",43.77178,-79.18538
"11136",10701931,105006334,"PITA LITE","NA",43.7839,-79.18629
"11137",10701933,105052165,"THE SAND TRAP GOLF SIMULATOR & LOUNGE","NA",43.63829,-79.4314
"11138",10702015,105275625,"MOGOUYAN HAND PULLED NOODLE","S",43.65574,-79.38453
"11139",10702017,105203351,"LATIN VIP","S",43.73272,-79.48307
"11140",10702026,105045507,"ARSENAL do MINHO COMMUNITY CENTER","NA",43.66577,-79.48462
"11141",10702039,105142887,"BAR BACAN","NA",43.65007,-79.45036
"11142",10702065,105472803,"TUMI DUMPLING HOUSE","C",43.66564,-79.46635
"11143",10702082,105139310,"BANGKU","S",43.71813,-79.4298
"11144",10702095,105210312,"NORFINCH SMOKE AND GIFT","M",43.75623,-79.51817
"11145",10702102,105306926,"JER'S","C",43.69779,-79.43962
"11146",10702110,105168168,"CHATIME","M",43.65056,-79.37143
"11147",10702258,105144015,"Lakeside Co-operative Play School","NA",43.67284,-79.28799
"11148",10702259,105106290,"AGINCOURT CO-OP","NA",43.78967,-79.25667
"11149",10702260,105188723,"CANTANHEDE O BAIRRADINO","NA",43.66261,-79.44475
"11150",10702272,105103883,"PETRO CANADA","NA",43.68655,-79.30808
"11151",10702293,105402330,"DOMINO'S","S",43.70531,-79.25157
"11152",10702297,105029594,"GASPAR CAFE","NA",43.66101,-79.45331
"11153",10702350,105014138,"ME VA ME EAST MEDITERRANEAN","S",43.72352,-79.41641
"11154",10702353,105061594,"BOMOU","C",43.70671,-79.37593
"11155",10702402,105214721,"CHUBBY'S FISH N CHIPS","S",43.71511,-79.55575
"11156",10702456,105074328,"HOLLAND CENTRE CAFE","NA",43.66505,-79.38236
"11157",10702492,105192667,"THRISTY FOX PUB","S",43.70024,-79.43013
"11158",10702523,105245447,"WILD CHICORY","S",43.70217,-79.38741
"11159",10702575,105106066,"CHASKA","S",43.64853,-79.38776
"11160",10702615,105074587,"Becker's","NA",43.75879,-79.30971
"11161",10702680,105012983,"FILM CAFE","S",43.65507,-79.40251
"11162",10702811,105092637,"SOUVLAKI EXPRESS","NA",43.6647,-79.36844
"11163",10705841,105224681,"CHATIME","S",43.79767,-79.41953
"11164",10706229,105012416,"FRESH CITY FARMS","M",43.65804,-79.38461
"11165",10706244,105038991,"BURGER FACTORY","S",43.77629,-79.23503
"11166",10706366,105054526,"CHUNGCHUN RICE DOG BLOOR","S",43.66456,-79.41382
"11167",10706377,105058334,"ZAZA ESPRESSO BAR & GELATO","S",43.67014,-79.39369
"11168",10706390,105096390,"TIM HORTONS","M",43.75993,-79.22584
"11169",10706412,105115769,"PALGONG TEA","S",43.77956,-79.41781
"11170",10706472,105370182,"ZAZA ESPRESSO BAR AND GELATO","S",43.6502,-79.48169
"11171",10706499,105136393,"FOODRAMA","S",43.65743,-79.36518
"11172",10706611,105084226,"HEY NIU NIU MILK TEA SHOP","NA",43.76048,-79.41103
"11173",10706644,105075101,"YUUGI IZAKAYA","S",43.65579,-79.39452
"11174",10706673,105230976,"BENARES CUCINA INDIAN","S",43.64803,-79.37437
"11175",10706707,105146607,"ABA'S BAGEL COMPANY","S",43.70094,-79.42695
"11176",10706723,105068455,"RUBY SOHO","S",43.64433,-79.40012
"11177",10706755,105034092,"DOMINO'S PIZZA","NA",43.66244,-79.38392
"11178",10706767,105303893,"SUSHI REAL FRUIT","S",43.71391,-79.3066
"11179",10706826,105004331,"SHAKERSCLUB","M",43.65846,-79.44172
"11180",10706831,105152498,"MONKEY SUSHI","C",43.65672,-79.38371
"11181",10706866,105053552,"MUNCHEEZ","S",43.79764,-79.41953
"11182",10706978,105043293,"ZA CAFE PIZZERIA & BAR","S",43.65094,-79.38149
"11183",10707004,105050690,"ANJUM FINE FOODS INC.","S",43.77821,-79.24791
"11184",10707009,105195216,"ZEAL BURGERS","M",43.7002,-79.51727
"11185",10707335,105017470,"Big Bee Convenience and Food Mart","NA",43.67223,-79.44346
"11186",10707336,105024205,"Marina's Casa Da Comida","M",43.67478,-79.45864
"11187",10707353,105089320,"TIM HORTONS","M",43.64567,-79.39306
"11188",10707354,105023078,"YONGE & ELIGIBLE","S",43.70879,-79.39292
"11189",10707697,105036288,"Cosimos's No Frills","M",43.62633,-79.50342
"11190",10707999,105156712,"TADKA SPOT","S",43.78384,-79.20514
"11191",10708107,105237770,"KANTO BY TITA FLIPS","C",43.66576,-79.46907
"11192",10708131,105313657,"SMOKE 'N' ROTI","M",43.74383,-79.48656
"11193",10708199,105052329,"The Gift Group","M",43.76454,-79.27752
"11194",10708321,105358653,"LAPINOU","S",43.64444,-79.40158
"11195",10708323,105366452,"KFC","M",43.72132,-79.50918
"11196",10708354,105201319,"ZONE 6 RESTAURANT & BAR LOUNGE","NA",43.75919,-79.5571
"11197",10708362,105436986,"THE TORONTO HUNT GOLF CENTRE","S",43.68208,-79.2712
"11198",10708559,105211877,"STOCK TC","S",43.70926,-79.39941
"11199",10708615,105013462,"TOV-LI PIZZA & FALAFEL","NA",43.72941,-79.43175
"11200",10708633,105004090,"HEIRLOOM FINE FOODS","NA",43.60599,-79.52524
"11201",10708695,105044323,"MASALA BOYS","M",43.77321,-79.21934
"11202",10708974,104995612,"POCHA 1989","S",43.66532,-79.38103
"11203",10709014,105293740,"SCARLETT","S",43.64781,-79.40093
"11204",10709015,105439466,"Casa Mezcal","C",43.64653,-79.38993
"11205",10709041,105400914,"IRYEWON","C",43.78539,-79.47676
"11206",10709078,105260127,"MAYA BAY","S",43.66461,-79.36742
"11207",10709256,105077678,"PENGUIN PICK-UP","NA",43.64826,-79.37722
"11208",10709276,105300282,"STARBUCKS COFFEE","M",43.72146,-79.45691
"11209",10709389,105238383,"Annex Social","NA",43.67248,-79.41425
"11210",10709425,104998713,"SISI MEAT","NA",43.74992,-79.60803
"11211",10709674,105280366,"Culinarium","S",43.68825,-79.49231
"11212",10709726,105279753,"IMPACT KITCHEN","S",43.64085,-79.37871
"11213",10709854,105107111,"J & Y Chinese Cuisine","S",43.77114,-79.36878
"11214",10710049,105081503,"NORTH KABAB","S",43.74461,-79.22018
"11215",10710168,105029372,"CAPI'S","M",43.6591,-79.51385
"11216",10710263,105336629,"SUSHI & SUSHI","C",43.71031,-79.38185
"11217",10710268,105383849,"FIESTA GARIBALDI","S",43.75125,-79.55202
"11218",10710289,105257990,"WELL & BETTER COFFEE","C",43.70406,-79.38876
"11219",10710481,105163576,"COCO FRESH JUICE & TEA","S",43.77362,-79.49214
"11220",10710538,105212844,"THE BEACH BAR","M",43.61522,-79.37728
"11221",10710560,105040780,"KX CAFFEE & BAR","S",43.67418,-79.39818
"11222",10710574,105023393,"CHAMPIONS","NA",43.69539,-79.4509
"11223",10710581,105143667,"B4U & PAAN","NA",43.76108,-79.22403
"11224",10710694,105227871,"Cafe Landwer","S",43.76603,-79.41245
"11225",10710727,105047124,"Cafe 544","NA",43.69353,-79.46117
"11226",10710870,105432035,"HO SUSHI EXPRESS","M",43.78105,-79.24743
"11227",10710938,105014382,"DZO","S",43.65446,-79.39182
"11228",10711111,105211968,"South Indian Dosa Mahal","S",43.65823,-79.44248
"11229",10711147,105118799,"SIMI AFRICAN FOOD MARKET","S",43.76294,-79.20908
"11230",10711163,105277613,"Bloor Smoke Gift and Variety","NA",43.65617,-79.45316
"11231",10711211,105252222,"RASTA PASTA BAR AND LOUNGE","M",43.65429,-79.40051
"11232",10711221,105008696,"BETH SHOLOM FIRST FOUNDATIONS COMMUNITY PRESCHOOL","NA",43.6981,-79.43771
"11233",10711244,105013711,"ASUN DEPOT","M",43.75362,-79.54227
"11234",10711363,105321536,"THE BUTCHER CHEF","S",43.64302,-79.37586
"11235",10711410,105332912,"CHURCH'S TEXAS CHICKEN","M",43.67677,-79.49559
"11236",10711413,105004398,"CIRCLE K CONVENIENT/TIM HORTONS","M",43.62368,-79.51494
"11237",10711461,105155604,"Graydon Hall Restaurant","M",43.76404,-79.34283
"11238",10711600,105078130,"MUMBAI EXPRESS","S",43.7915,-79.25159
"11239",10711601,105301245,"MY KITCHEN","M",43.82625,-79.27736
"11240",10711662,105016033,"CHECK-IN CORNER","M",43.76291,-79.49126
"11241",10711731,105197228,"Caribbean Palace Restaurant and Bar","NA",43.70099,-79.50362
"11242",10711862,105067206,"Vert Casse Croute","NA",43.66642,-79.43138
"11243",10711885,105179340,"WILD WING","C",43.66629,-79.40579
"11244",10711920,105179625,"The Well Bar Toronto","S",43.66507,-79.38044
"11245",10711952,105286953,"TORAH TOTS PRESCHOOL","S",43.73855,-79.43123
"11246",10712006,105014176,"RISTORANTE MONTE CASSINO","M",43.75602,-79.4753
"11247",10712010,105161197,"M1 BREAKFAST & LUNCH","NA",43.78874,-79.2357
"11248",10712014,105219284,"MR. GREEK EXPRESS","S",43.79995,-79.19837
"11249",10712097,105285711,"STARBUCKS","NA",43.63279,-79.55468
"11250",10712144,105241637,"MIAMI WINGS","S",43.70933,-79.44419
"11251",10712265,105003948,"Bubble Baby Cafe","NA",43.63916,-79.38551
"11252",10712271,105015368,"Cold Tea","S",43.6428,-79.42619
"11253",10712389,104998138,"Bar Karma","S",43.64769,-79.40156
"11254",10712413,105143503,"BARBURRITO","S",43.73546,-79.60582
"11255",10712419,105333646,"COCO FRESH TEA & JUICE","S",43.80923,-79.26932
"11256",10712432,105062074,"BENTO SUSHI","NA",43.67096,-79.38459
"11257",10712435,105050341,"ELSPETH HAYWORTH CENTRE FOR WOMEN","NA",43.75221,-79.54397
"11258",10712454,105035855,"QATAGHAN KABAB AND CATERING","M",43.74355,-79.30201
"11259",10712662,105406234,"The Flavours Express Indian Cuisine","S",43.74177,-79.58461
"11260",10712665,105085415,"STARBUCKS","M",43.73463,-79.53294
"11261",10712748,105114057,"KFC","NA",43.63031,-79.48431
"11262",10712750,105200070,"HEAVENLY DREAMS ICE CREAM INC","S",43.7054,-79.57887
"11263",10712768,105259472,"LITTLE CAESARS","M",43.76972,-79.52096
"11264",10712773,105337970,"DINO'S WOOD BURNING PIZZA","S",43.63536,-79.53223
"11265",10712795,105153697,"HAPPY BURGER","S",43.65692,-79.40656
"11266",10712809,105326025,"ONE RESTAURANT","S",43.76048,-79.41103
"11267",10712816,105169302,"DALDONGNAE KOREAN BBQ","S",43.82526,-79.29882
"11268",10712855,105062690,"LIVING WORD ASSEMBLY OF GOD CHURCH","NA",43.76017,-79.56812
"11269",10712857,105239522,"Playa Cabana Bar Esquina","C",43.70709,-79.39775
"11270",10712864,105000692,"EGG CLUB","M",43.65656,-79.37797
"11271",10712883,105088743,"LA LUCE RISTORANTE","M",43.77316,-79.53151
"11272",10712886,105378049,"RABBA MARKET EXPRESS","M",43.61958,-79.48534
"11273",10712912,105287344,"EVOLVE HAIR STUDIO","S",43.64028,-79.39534
"11274",10713012,105150944,"TIM HORTONS","S",43.71031,-79.29094
"11275",10713025,105118651,"AH SO SUSHI","S",43.62695,-79.47888
"11276",10713028,105126617,"RABBA FINE FOODS","M",43.62695,-79.47888
"11277",10713036,105021103,"NEW TORONTO FISH & CHIPS","NA",43.60193,-79.5035
"11278",10713065,105042629,"FBI PIZZA","C",43.61676,-79.48801
"11279",10713116,105154244,"OSMOW'S","S",43.65873,-79.38218
"11280",10713140,105114383,"SUNRISE CARIBBEAN","S",43.72097,-79.51253
"11281",10713141,105016686,"RINCON PAISA","M",43.69522,-79.45161
"11282",10713168,105047388,"OH-BAR","M",43.77783,-79.41471
"11283",10713215,105064876,"KLUB KAVE","NA",43.60128,-79.50202
"11284",10713393,105019237,"BENTO SUSHI","NA",43.62261,-79.48218
"11285",10713422,105059473,"FOREST CAFE","S",43.77327,-79.34505
"11286",10713445,105012017,"MEGAS","S",43.67785,-79.3516
"11287",10713501,105056830,"TINY HOPPERS - PARKLAWN","NA",43.62338,-79.48398
"11288",10713526,105089364,"MR. SUB","NA",43.63625,-79.52049
"11289",10713670,105158443,"KENZO JAPANESE NOODLE HOUSE","S",43.64487,-79.52157
"11290",10713704,105284522,"FENNEL KITCHEN INC.","S",43.80648,-79.29033
"11291",10713775,105090568,"ADEEB CONVENIENCE STORE","NA",43.78347,-79.29895
"11292",10713829,105074056,"MISTER WOLF","NA",43.64777,-79.40074
"11293",10713866,105013973,"KELSEY'S","NA",43.79702,-79.20213
"11294",10713978,105037148,"TWISTED INDIAN WRAPS","M",43.68901,-79.39134
"11295",10713981,105107471,"KATSUYA","C",43.73146,-79.45905
"11296",10713994,105286980,"HEARTY CATERING","S",43.7706,-79.36545
"11297",10713999,105045883,"SHIN RAMEN & SUSHI","M",43.59916,-79.51382
"11298",10714005,105149288,"BILL-MAUR COFFEE SHOP","M",43.6288,-79.48602
"11299",10714065,105054314,"JAMAICA STAMP TAKE OUT","S",43.7419,-79.26081
"11300",10714067,104998025,"JIXIANG SPICY POT","S",43.77522,-79.41335
"11301",10714095,105106243,"KOMI BAMH MI BAR","NA",43.66022,-79.43455
"11302",10714106,105450161,"TOKAMI SUSHI HOUSE","S",43.64128,-79.53927
"11303",10714165,105462219,"BRUNO'S FINE FOOD (QUEEN) LTD","S",43.66889,-79.30623
"11304",10714169,105148962,"BERNHARDTS","S",43.647,-79.42386
"11305",10714229,105476205,"TAPIOCA LOCAL KITCHEN","M",43.65158,-79.4384
"11306",10714240,105152382,"THE PICKLE BARREL","M",43.72518,-79.4491
"11307",10714246,105075938,"CHIANG MAI THAI KITCHEN & BAR","M",43.63829,-79.41948
"11308",10714274,105190596,"Lambos Deli","S",43.65085,-79.41278
"11309",10714313,105039611,"OSSTF CAFETERIA","NA",43.72402,-79.3183
"11310",10714320,105002610,"LOBLAWS","S",43.63755,-79.39923
"11311",10714386,105067427,"KL KITCHEN - INDO - MALAY CUISINE","S",43.65279,-79.39906
"11312",10714402,105014770,"VIP BILLIARDS & LOUNGE","NA",43.78608,-79.35182
"11313",10714411,105038277,"OLIVIA'S GARDEN","NA",43.66232,-79.4218
"11314",10714445,105015415,"RUCHI #1","C",43.80337,-79.19912
"11315",10714575,105238068,"CENTURY PARK TARVERN","S",43.66958,-79.44871
"11316",10714592,105329917,"STARBUCKS","C",43.74181,-79.31311
"11317",10714598,105119207,"GONG CHA","S",43.80602,-79.28837
"11318",10714704,105071213,"BOBO BENTO BOX","NA",43.63992,-79.39715
"11319",10714718,105093979,"ONO POKE BAR","S",43.63963,-79.4158
"11320",10714728,105301727,"SUBWAY","M",43.67816,-79.44096
"11321",10714734,105004465,"LE GOURMAND BAKERY","M",43.60075,-79.50438
"11322",10714769,105075582,"BURGER DROPS","NA",43.63951,-79.42132
"11323",10714839,105062869,"COCO KARAOKE","S",43.76533,-79.48953
"11324",10714915,105044551,"B BOYZ THE BURGER ARCHITECTS","S",43.76194,-79.22583
"11325",10715032,105088214,"HOME SMITH BAR","C",43.65075,-79.49284
"11326",10715039,105145841,"OMUSUBI BAR SUZUME","NA",43.6519,-79.40425
"11327",10715096,105175166,"SUBTEXT COFFEE ROASTERS","NA",43.67098,-79.46476
"11328",10715156,105150000,"OSMOW'S","S",43.5975,-79.52099
"11329",10715172,105029346,"THE GUILD HOUSE","NA",43.68227,-79.42144
"11330",10715173,105378321,"AMMA MOMO HOUSE","C",43.6738,-79.2828
"11331",10715174,105217065,"ANGLR","M",43.66928,-79.33619
"11332",10715203,105046579,"CHEESECAKES ARE KINDA EVERYTHING","NA",43.73639,-79.28068
"11333",10715205,105057559,"NORTH STAR FOODS","NA",43.73639,-79.28068
"11334",10715241,105107235,"MACHI MACHI","C",43.80531,-79.28862
"11335",10715258,105104332,"GRENADA ROSE","NA",43.74069,-79.51326
"11336",10715260,105065357,"S'CREAM","NA",43.67028,-79.39207
"11337",10715333,105126976,"CUCINA MAURO","M",43.70536,-79.47121
"11338",10715413,105207243,"BURRITO BOYZ","S",43.64477,-79.52193
"11339",10715421,105064017,"PARKLAND ON EGLINTON WEST","S",43.6787,-79.54597
"11340",10715462,105130383,"PROHIBITION SOCIAL HOUSE","S",43.65895,-79.35045
"11341",10715467,105159769,"TIM HORTONS","NA",43.76426,-79.48854
"11342",10715468,105114198,"POPEYE'S LOUISIANA KITCHEN","NA",43.64109,-79.43416
"11343",10715471,105170532,"LARRY'S FOLLY","M",43.64092,-79.43647
"11344",10715483,105468692,"ALMADINA BISTRO","C",43.65707,-79.38174
"11345",10715492,105043359,"TATSU'S BREAD","M",43.59813,-79.51874
"11346",10715499,105127056,"WESTERN KITCHEN","M",43.63465,-79.56257
"11347",10715504,105129759,"FRESHII","NA",43.62321,-79.48359
"11348",10715508,105047111,"CITY FRIED CHICKEN","S",43.7512,-79.26283
"11349",10715509,105108220,"TIM HORTONS","M",43.69847,-79.39699
"11350",10715514,105274551,"CIRCLE K","NA",43.63226,-79.54533
"11351",10715558,105266425,"SMOKESHOW BBQ & BREW","C",43.70717,-79.39001
"11352",10715579,105080781,"10XTO","NA",43.63375,-79.41207
"11353",10715634,105321760,"PHO HOUSE VIETNAMESE & THAI CUISINE","S",43.64027,-79.53813
"11354",10715663,105006894,"TWO BROTHERS SHAWARMA","C",43.6894,-79.29536
"11355",10715666,105072493,"KOKO'S TIFFIN","C",43.74958,-79.55286
"11356",10715667,105056661,"BLU RISTORANTE & LOUNGE","NA",43.67238,-79.3959
"11357",10715761,105117200,"ROYAL SHWARMA & KABAB","M",43.69064,-79.2887
"11358",10715823,105120561,"SILVER CREEK CENTRE FOR EARLY LEARNING","NA",43.68324,-79.54523
"11359",10715912,105070745,"PITA AND HUMMUS","S",43.68254,-79.42024
"11360",10716033,105117384,"JELLY BEAN CAKE & DESSERT CLASS","M",43.73151,-79.40419
"11361",10716050,105283863,"MARY BROWN'S DANFORTH","S",43.67796,-79.34856
"11362",10716105,105281940,"MENGISTU BUTCHER SHOP & TAKEOUT","C",43.68513,-79.31431
"11363",10716175,105156418,"LATE NIGHT PIZZA","S",43.7512,-79.26283
"11364",10716183,105201779,"AUNTIE LIZZY'S KITCHEN","NA",43.75962,-79.59301
"11365",10716189,105281535,"REEF KITCHENS","M",43.66083,-79.37922
"11366",10716205,105047995,"SLAYER BURGER","NA",43.71359,-79.3079
"11367",10716246,105138250,"CHINA WORK RESTAURANT","NA",43.70302,-79.29719
"11368",10716247,105253511,"RESTAURANT 20 VICTORIA","NA",43.6501,-79.37707
"11369",10716260,105480530,"NORTH OF BROOKLYN PIZZERIA","S",43.66929,-79.43917
"11370",10716264,105387529,"KIBO SUSHI HOUSE","C",43.65517,-79.35838
"11371",10716271,105188255,"VENGA CUCINA","M",43.66567,-79.47241
"11372",10716299,105150595,"GUCCI'S BAR AND GRILL","NA",43.7035,-79.50368
"11373",10716300,105053074,"S'CREAM","M",43.67028,-79.39207
"11374",10716301,105105719,"PUR & SIMPLE","NA",43.6166,-79.55507
"11375",10716419,105343541,"BANH CUON TO THANH","C",43.67417,-79.46136
"11376",10716423,105159421,"JUNIORS PIZZERIA","S",43.65553,-79.45226
"11377",10716530,105216116,"MEXITACO","C",43.71083,-79.24881
"11378",10716550,105083386,"POPEYE'S SUPPLEMENTS","NA",43.63956,-79.42135
"11379",10716563,105257002,"JIAN BING CLUB CHINESE STREET FOOD","S",43.65697,-79.39931
"11380",10716632,105061744,"KINGS & QUEENS","NA",43.69364,-79.34961
"11381",10716684,104997062,"PIZZAVILLE","M",43.71693,-79.44743
"11382",10716719,105139140,"THE BIRYANI WALLA/CHICHA'S","C",43.75062,-79.27698
"11383",10716723,105043603,"THE OATS KAFE","S",43.66476,-79.38698
"11384",10716725,105069199,"BOOST BAR CAFE","NA",43.65881,-79.35136
"11385",10716726,105276427,"THE BULLGER","C",43.678,-79.35108
"11386",10716801,104996326,"NASIM CARAVAN","S",43.75901,-79.22447
"11387",10716883,105106483,"MUSOSHIN RAMEN","M",43.65341,-79.45181
"11388",10716929,105247911,"INDIAN DESIRE","C",43.66597,-79.40678
"11389",10717053,105421310,"MEHFILL INDIAN CUISINE","S",43.75061,-79.58383
"11390",10717071,105205770,"SALTYZ GRILL","S",43.74525,-79.29322
"11391",10717134,105005171,"CASA TROPICAL CAFE","M",43.65501,-79.42065
"11392",10717166,105022726,"TUT'S","S",43.64443,-79.39943
"11393",10717174,105066621,"SEA MISSION INC","NA",43.76259,-79.52885
"11394",10717177,105148464,"HOTOPIA","C",43.8045,-79.28972
"11395",10717184,105237133,"YEE'S HAND PULLED NOODLE","M",43.66485,-79.38611
"11396",10717210,105057507,"MANHYIA PALACE CONVENTION CENTER","NA",43.74835,-79.51828
"11397",10717223,105001787,"BOOSTER JUICE","S",43.70635,-79.3603
"11398",10717226,105252063,"MANITA","S",43.64891,-79.42076
"11399",10717237,104882135,"PHO RUA VANG (GOLDEN TURTLE)","NA",43.64682,-79.41968
"11400",10717240,105247760,"GRILL & CO","NA",43.72917,-79.60684
"11401",10717241,105007307,"NAAN KABOB","C",43.70473,-79.36167
"11402",10717264,105217889,"PIZZAVILLE","S",43.70579,-79.36166
"11403",10717286,105193967,"ENIGMA FINE DINING","NA",43.66889,-79.39061
"11404",10717319,105017909,"STONE WELL PUB","C",43.68706,-79.27143
"11405",10717339,105120177,"TIM HORTONS","M",43.67613,-79.35848
"11406",10717437,105128709,"BARBURRITO","M",43.65351,-79.35555
"11407",10717438,105338452,"SUBWAY","S",43.76226,-79.41083
"11408",10717572,105113906,"TAPIGO!","NA",43.6624,-79.42299
"11409",10717573,105296565,"STAR SUSHI","S",43.64528,-79.38985
"11410",10717664,105013739,"MINAMI RESTAURANT TORONTO","S",43.64681,-79.38825
"11411",10717688,105125442,"BLADE AND RAZOR COMPANY","S",43.73338,-79.40466
"11412",10717692,105254145,"GOLDEN PADDY","M",43.63755,-79.39923
"11413",10717696,105295224,"SKARA","M",43.69703,-79.32952
"11414",10717704,105181731,"LA CATRINA","S",43.65478,-79.40212
"11415",10717708,105124487,"WESTON STATION","C",43.70078,-79.51738
"11416",10717776,105134749,"HATSU SUSHI","NA",43.62392,-79.49002
"11417",10717783,105202808,"DANISH PASTRY HOUSE","S",43.72608,-79.45147
"11418",10717802,105080463,"POURED COFFEE","S",43.68603,-79.31044
"11419",10717807,105082424,"CELENA'S BAKERY","NA",43.68526,-79.31602
"11420",10717857,105063002,"RANDY'S ROTI& DOUBLE'S INC","M",43.70948,-79.31642
"11421",10717861,105074626,"Y NOT ITALIAN","S",43.66064,-79.4147
"11422",10717864,105003682,"VUA SANDWICHES","S",43.65927,-79.38492
"11423",10717888,105065666,"FUSION RESTAURANT & LOUNGE","M",43.76623,-79.28216
"11424",10717896,105195688,"GHOST KITCHEN","C",43.70465,-79.40634
"11425",10718040,105006836,"Huong Que Restaruant","S",43.74208,-79.51439
"11426",10718044,104995995,"PIZZA STUDIO","S",43.66399,-79.38052
"11427",10718050,105009501,"LIMON RESTAURANT","S",43.66988,-79.30174
"11428",10718166,105026660,"M & M FOOD MARKET","NA",43.73423,-79.40418
"11429",10718189,105174762,"RICHVIEW CONVENIENCE","M",43.68516,-79.51325
"11430",10718202,105090594,"THE DAILY DUMPLING WONTON. CO","NA",43.66664,-79.40379
"11431",10718216,105023584,"GUJRAT GRILL","C",43.72751,-79.2305
"11432",10718246,105232594,"THE ISLAND CARIBBEAN COOKSHOP","C",43.76226,-79.41083
"11433",10718311,105158000,"MAISON T","S",43.67051,-79.42641
"11434",10718351,105141775,"BASKET OF BREAD","S",43.60176,-79.49975
"11435",10718365,105304158,"ANA'S SWEET CREATIONS","S",43.75509,-79.4423
"11436",10718379,104998641,"ARVO","NA",43.63876,-79.42103
"11437",10718397,105468385,"PIZZA HUT","C",43.65261,-79.471
"11438",10718433,105231940,"J. SAN SUSHI BAR","S",43.65613,-79.37458
"11439",10718475,105047779,"THE SOCIAL CLUB","NA",43.74324,-79.51413
"11440",10718563,105044845,"STARBUCKS","NA",43.65748,-79.37442
"11441",10718605,105069485,"POPEYE'S LOUISIANA KITCHEN","NA",43.77945,-79.13832
"11442",10718627,105194478,"LEELA INDIAN FOOD BAR","C",43.67197,-79.32438
"11443",10718628,105078812,"DOMINO'S PIZZA","S",43.78266,-79.28728
"11444",10718679,105133130,"REEF KITCHENS - WENDY'S","NA",43.64373,-79.38899
"11445",10718723,105266446,"MR. SUB","S",43.66492,-79.50279
"11446",10718740,105120328,"MEADOWVALE EAST FOOD BANK","NA",43.76166,-79.30136
"11447",10718758,105136093,"POPEYES LOUISIANA KITCHEN","NA",43.63618,-79.54056
"11448",10718787,105027228,"SKYLINE PIZZA INC","C",43.78347,-79.29895
"11449",10718819,105485862,"HAI DI LAO HOT POT","S",43.80923,-79.26932
"11450",10718863,105413640,"PIZZAIOLO","S",43.66014,-79.38587
"11451",10718865,105047688,"CHAMPION'S BBQ RESTAURANT","S",43.81477,-79.29491
"11452",10718928,105176785,"CARIBBEAN LYME RESTAURANT AND LOUNGE","NA",43.74363,-79.60538
"11453",10718948,105311146,"MEZON LATINO","C",43.75125,-79.55202
"11454",10718949,105153620,"BOKU","S",43.66404,-79.38446
"11455",10719109,105412062,"TIM HORTONS","S",43.74383,-79.48656
"11456",10719114,105104209,"ZHANG LIANG SPICY HOTPOT","M",43.80531,-79.28862
"11457",10719167,105033018,"KERALA KITCHEN & CAFE","C",43.75731,-79.2386
"11458",10719214,105052033,"ITS TEA","S",43.77066,-79.41295
"11459",10719215,105010595,"CRAIG'S COOKIES","S",43.70589,-79.37494
"11460",10719217,105314887,"A&W","M",43.68373,-79.32312
"11461",10719321,105285521,"THE CUPS","S",43.78122,-79.41555
"11462",10719332,105032317,"BUDA-PEST RESTAURANT","S",43.68614,-79.30999
"11463",10719695,104992927,"ROSEMARY AND THYME RESTAURANT","M",43.78812,-79.32944
"11464",10719696,105261424,"YU SEAFOOD","C",43.72608,-79.45147
"11465",10719789,105128272,"MAMA'S GREEK CUISINE","NA",43.78757,-79.32935
"11466",10719802,105056906,"UNI VARIETY AND FOOD MART","NA",43.74582,-79.29546
"11467",10719898,104992853,"TIM HORTONS","NA",43.64637,-79.38411
"11468",10719902,105099397,"PIZZA PIZZA","C",43.67107,-79.32829
"11469",10719986,105047713,"CARIBBEAN OCEAN RESTAURANT","S",43.73495,-79.25962
"11470",10719987,105317281,"WAZEMA","S",43.68254,-79.32861
"11471",10719992,105106854,"HARVEY'S","NA",43.75851,-79.51944
"11472",10719993,105114273,"Samosa + Patty","C",43.66338,-79.41846
"11473",10720027,105222003,"NOZOMI","C",43.72705,-79.43128
"11474",10720151,105081652,"KETTLEMANS BAGEL","NA",43.61042,-79.54753
"11475",10720155,105003084,"MUCHO BURRITOS","M",43.73458,-79.53257
"11476",10720177,105351187,"SMALL POT RESTAURANT","C",43.77322,-79.33271
